pieutiwbyo	dziwbyo	dziwbyoNguaidziw	thongqitmra
08FD5	迕		U+8FD5
08FD6	迖		U+8FD6
08FD8	还		U+8FD8
08FD9	这		U+8FD9
08FDC	远		U+8FDC
08FDE	连		U+8FDE
08FEA	迪		U+8FEA
08FEB	迫		U+8FEB
08FED	迭		U+8FED
08FF0	述		U+8FF0
08FF4	迴		U+8FF4
08FF5	迵		U+8FF5
08FF7	迷		U+8FF7
08FF9	迹		U+8FF9
08FFD	追		U+8FFD
09000	退		U+9000
09001	送		U+9001
09003	逃		U+9003
09005	逅		U+9005
09006	逆		U+9006
0900D	逍		U+900D
0900F	透		U+900F
09011	逑		U+9011
09014	途		U+9014
09016	逖		U+9016
09019	這		U+9019
0901A	通		U+901A
0901B	逛		U+901B
0901E	逞		U+901E
0901F	速		U+901F
09020	造		U+9020
09021	逡		U+9021
09023	連		U+9023
09025	逥		U+9025
09031	週		U+9031
09035	逵		U+9035
09037	逷		U+9037
09038	逸		U+9038
0903C	逼		U+903C
09042	遂		U+9042
09049	遉		U+9049
0904A	遊		U+904A
0904B	運		U+904B
09051	遑		U+9051
09053	道		U+9053
09057	遗		U+9057
09060	遠		U+9060
09063	遣		U+9063
09068	遨		U+9068
0906E	遮		U+906E
09075	遵		U+9075
09077	遷		U+9077
0907A	遺		U+907A
0907C	遼		U+907C
09081	邁		U+9081
09083	邃		U+9083
09084	還		U+9084
09085	邅		U+9085
0908A	邊		U+908A
0908D	邍		U+908D
09091	邑		U+9091
09095	邕		U+9095
09097	邗		U+9097
09098	邘		U+9098
09099	邙		U+9099
0909B	邛		U+909B
0909D	邝		U+909D
090A1	邡		U+90A1
090A2	邢		U+90A2
090AE	邮		U+90AE
090AF	邯		U+90AF
090B1	邱		U+90B1
090BA	邺		U+90BA
090BD	邽		U+90BD
090BE	邾		U+90BE
090BF	邿		U+90BF
090C1	郁		U+90C1
090C3	郃		U+90C3
090C5	郅		U+90C5
090C8	郈		U+90C8
090C9	郉		U+90C9
090CA	郊		U+90CA
090CE	郎		U+90CE
090D0	郐		U+90D0
090D1	郑		U+90D1
090D3	郓		U+90D3
090DA	郚		U+90DA
090DB	郛		U+90DB
090DD	郝		U+90DD
090E1	郡		U+90E1
090E2	郢		U+90E2
090E7	郧		U+90E7
090ED	郭		U+90ED
090F2	郲		U+90F2
090F4	郴		U+90F4
090F5	郵		U+90F5
090F7	郷		U+90F7
090FD	都		U+90FD
09100	鄀		U+9100
09106	鄆		U+9106
09109	鄉		U+9109
09115	鄕		U+9115
09116	鄖		U+9116
09118	鄘		U+9118
0911C	鄜		U+911C
0912D	鄭		U+912D
09134	鄴		U+9134
09136	鄶		U+9136
0913A	鄺		U+913A
0914A	酊		U+914A
0914C	酌		U+914C
0914D	配		U+914D
0914E	酎		U+914E
09153	酓		U+9153
09157	酗		U+9157
09158	酘		U+9158
09164	酤		U+9164
09165	酥		U+9165
09167	酧		U+9167
09169	酩		U+9169
0916A	酪		U+916A
0916C	酬		U+916C
0916E	酮		U+916E
09171	酱		U+9171
09172	酲		U+9172
09174	酴		U+9174
09175	酵		U+9175
09177	酷		U+9177
09178	酸		U+9178
09190	醐		U+9190
09192	醒		U+9192
0919C	醜		U+919C
0919D	醝		U+919D
091A2	醢		U+91A2
091A4	醤		U+91A4
091AB	醫		U+91AB
091AC	醬		U+91AC
091B4	醴		U+91B4
091B7	醷		U+91B7
091C2	釂		U+91C2
091C7	采		U+91C7
091C9	釉		U+91C9
091CC	里		U+91CC
091CD	重		U+91CD
091CE	野		U+91CE
091CF	量		U+91CF
091D0	釐		U+91D0
091D1	金		U+91D1
091D8	釘		U+91D8
091DC	釜		U+91DC
091DD	針		U+91DD
091E1	釡		U+91E1
091E6	釦		U+91E6
091E7	釧		U+91E7
091EA	釪		U+91EA
091EC	釬		U+91EC
091ED	釭		U+91ED
09201	鈁		U+9201
09203	鈃		U+9203
09204	鈄		U+9204
09205	鈅		U+9205
09209	鈉		U+9209
0920E	鈎		U+920E
09210	鈐		U+9210
09214	鈔		U+9214
09215	鈕		U+9215
09237	鈷		U+9237
0923F	鈿		U+923F
09244	鉄		U+9244
09245	鉅		U+9245
09249	鉉		U+9249
0924B	鉋		U+924B
0925B	鉛		U+925B
0925E	鉞		U+925E
09262	鉢		U+9262
09264	鉤		U+9264
09265	鉥		U+9265
09266	鉦		U+9266
0926E	鉮		U+926E
09271	鉱		U+9271
09274	鉴		U+9274
09276	鉶		U+9276
09278	鉸		U+9278
0927B	鉻		U+927B
0927F	鉿		U+927F
09280	銀		U+9280
09283	銃		U+9283
09285	銅		U+9285
0928D	銍		U+928D
0928E	銎		U+928E
09291	銑		U+9291
09292	銒		U+9292
09293	銓		U+9293
09296	銖		U+9296
09297	銗		U+9297
09298	銘		U+9298
0929B	銛		U+929B
0929C	銜		U+929C
092B6	銶		U+92B6
092B7	銷		U+92B7
092BD	銽		U+92BD
092C1	鋁		U+92C1
092C3	鋃		U+92C3
092D9	鋙		U+92D9
092E5	鋥		U+92E5
092E9	鋩		U+92E9
092F0	鋰		U+92F0
092F8	鋸		U+92F8
092FC	鋼		U+92FC
09306	錆		U+9306
09315	錕		U+9315
09318	錘		U+9318
0931A	錚		U+931A
09320	錠		U+9320
09321	錡		U+9321
09326	錦		U+9326
0932E	錮		U+932E
0932F	錯		U+932F
0934D	鍍		U+934D
09370	鍰		U+9370
09371	鍱		U+9371
0938A	鎊		U+938A
09394	鎔		U+9394
09396	鎖		U+9396
09398	鎘		U+9398
0939A	鎚		U+939A
0939B	鎛		U+939B
093A1	鎡		U+93A1
093B0	鎰		U+93B0
093C8	鏈		U+93C8
093CA	鏊		U+93CA
093D6	鏖		U+93D6
093D7	鏗		U+93D7
093D8	鏘		U+93D8
093DE	鏞		U+93DE
093E1	鏡		U+93E1
093F5	鏵		U+93F5
093F9	鏹		U+93F9
09404	鐄		U+9404
0940D	鐍		U+940D
0940F	鐏		U+940F
09413	鐓		U+9413
09436	鐶		U+9436
09451	鑑		U+9451
09452	鑒		U+9452
0945B	鑛		U+945B
0945E	鑞		U+945E
0946A	鑪		U+946A
09470	鑰		U+9470
09475	鑵		U+9475
09488	针		U+9488
09489	钉		U+9489
0948F	钏		U+948F
09498	钘		U+9498
0949C	钜		U+949C
0949E	钞		U+949E
094A0	钠		U+94A0
094A2	钢		U+94A2
094A4	钤		U+94A4
094A5	钥		U+94A5
094A6	钦		U+94A6
094A9	钩		U+94A9
094AB	钫		U+94AB
094AD	钭		U+94AD
094AE	钮		U+94AE
094B2	钲		U+94B2
094B4	钴		U+94B4
094B5	钵		U+94B5
094BA	钺		U+94BA
094BF	钿		U+94BF
094C5	铅		U+94C5
094C9	铉		U+94C9
094CF	铏		U+94CF
094DA	铚		U+94DA
094DC	铜		U+94DC
094DD	铝		U+94DD
094E2	铢		U+94E2
094E3	铣		U+94E3
094E7	铧		U+94E7
094E8	铨		U+94E8
094EA	铪		U+94EA
094EC	铬		U+94EC
094ED	铭		U+94ED
094EE	铮		U+94EE
094F0	铰		U+94F0
094F3	铳		U+94F3
094F6	银		U+94F6
094FB	铻		U+94FB
094FE	链		U+94FE
094FF	铿		U+94FF
09500	销		U+9500
09501	锁		U+9501
09502	锂		U+9502
09503	锃		U+9503
09512	锒		U+9512
09516	锖		U+9516
09519	错		U+9519
0951C	锜		U+951C
0951F	锟		U+951F
09522	锢		U+9522
09524	锤		U+9524
09526	锦		U+9526
0952D	锭		U+952D
0952F	锯		U+952F
09535	锵		U+9535
0953E	锾		U+953E
09540	镀		U+9540
09543	镃		U+9543
09548	镈		U+9548
09549	镉		U+9549
09551	镑		U+9551
09552	镒		U+9552
09555	镕		U+9555
0955B	镛		U+955B
0955C	镜		U+955C
09566	镦		U+9566
0956A	镪		U+956A
0956E	镮		U+956E
09574	镴		U+9574
09577	長		U+9577
0957F	长		U+957F
09580	門		U+9580
09586	閆		U+9586
09588	閈		U+9588
09589	閉		U+9589
0958B	開		U+958B
0958F	閏		U+958F
09591	閑		U+9591
09592	閒		U+9592
09593	間		U+9593
09594	閔		U+9594
095A0	閠		U+95A0
095A2	関		U+95A2
095A3	閣		U+95A3
095A4	閤		U+95A4
095A7	閧		U+95A7
095A8	閨		U+95A8
095A9	閩		U+95A9
095AB	閫		U+95AB
095AC	閬		U+95AC
095AD	閭		U+95AD
095B1	閱		U+95B1
095B2	閲		U+95B2
095B5	閵		U+95B5
095C7	闇		U+95C7
095C9	闉		U+95C9
095CC	闌		U+95CC
095CD	闍		U+95CD
095D5	闕		U+95D5
095D8	闘		U+95D8
095DA	闚		U+95DA
095DC	關		U+95DC
095E0	闠		U+95E0
095E4	闤		U+95E4
095E8	门		U+95E8
095EB	闫		U+95EB
095ED	闭		U+95ED
095EE	问		U+95EE
095F0	闰		U+95F0
095F2	闲		U+95F2
095F4	间		U+95F4
095F5	闵		U+95F5
095F7	闷		U+95F7
095FA	闺		U+95FA
095FB	闻		U+95FB
095FD	闽		U+95FD
095FE	闾		U+95FE
09601	阁		U+9601
09603	阃		U+9603
09604	阄		U+9604
09605	阅		U+9605
09606	阆		U+9606
09607	阇		U+9607
09611	阑		U+9611
09619	阙		U+9619
0961C	阜		U+961C
0961E	阞		U+961E
0961F	队		U+961F
09621	阡		U+9621
09627	阧		U+9627
09629	阩		U+9629
0962F	阯		U+962F
09631	阱		U+9631
09632	防		U+9632
09633	阳		U+9633
09634	阴		U+9634
09636	阶		U+9636
09646	陆		U+9646
0964B	陋		U+964B
0964C	陌		U+964C
0964D	降		U+964D
09654	陔		U+9654
09657	陗		U+9657
0965E	陞		U+965E
0965F	陟		U+965F
09661	陡		U+9661
09664	除		U+9664
09665	陥		U+9665
09668	陨		U+9668
09669	险		U+9669
09670	陰		U+9670
09675	陵		U+9675
09676	陶		U+9676
09677	陷		U+9677
09678	陸		U+9678
0967A	険		U+967A
0967B	陻		U+967B
0967D	陽		U+967D
09682	隂		U+9682
09685	隅		U+9685
0968A	隊		U+968A
0968D	隍		U+968D
0968E	階		U+968E
09695	隕		U+9695
09699	隙		U+9699
096A4	隤		U+96A4
096A7	隧		U+96A7
096AA	險		U+96AA
096B2	隲		U+96B2
096B6	隶		U+96B6
096B7	隷		U+96B7
096B8	隸		U+96B8
096BB	隻		U+96BB
096BE	难		U+96BE
096C0	雀		U+96C0
096C6	集		U+96C6
096C7	雇		U+96C7
096C8	雈		U+96C8
096CA	雊		U+96CA
096CD	雍		U+96CD
096D2	雒		U+96D2
096D4	雔		U+96D4
096D5	雕		U+96D5
096D9	雙		U+96D9
096DD	雝		U+96DD
096DE	雞		U+96DE
096E0	雠		U+96E0
096E3	難		U+96E3
096E8	雨		U+96E8
096E9	雩		U+96E9
096EA	雪		U+96EA
096EB	雫		U+96EB
096EF	雯		U+96EF
096F1	雱		U+96F1
096F2	雲		U+96F2
096F3	雳		U+96F3
096F9	雹		U+96F9
096FB	電		U+96FB
09700	需		U+9700
09702	霂		U+9702
09704	霄		U+9704
09716	霖		U+9716
0971C	霜		U+971C
09723	霣		U+9723
09730	霰		U+9730
09732	露		U+9732
09736	霶		U+9736
0973E	霾		U+973E
09742	靂		U+9742
09751	靑		U+9751
09752	青		U+9752
09753	靓		U+9753
09756	靖		U+9756
09759	静		U+9759
0975A	靚		U+975A
0975C	靜		U+975C
09762	面		U+9762
09766	靦		U+9766
09767	靧		U+9767
09769	革		U+9769
09774	靴		U+9774
09778	靸		U+9778
0977C	靼		U+977C
0977D	靽		U+977D
09780	鞀		U+9780
09784	鞄		U+9784
09788	鞈		U+9788
09789	鞉		U+9789
0978C	鞌		U+978C
0978D	鞍		U+978D
0978F	鞏		U+978F
09798	鞘		U+9798
0979A	鞚		U+979A
0979F	鞟		U+979F
097A6	鞦		U+97A6
097B3	鞳		U+97B3
097B9	鞹		U+97B9
097BE	鞾		U+97BE
097BF	鞿		U+97BF
097C1	韁		U+97C1
097D3	韓		U+97D3
097D4	韔		U+97D4
097D8	韘		U+97D8
097D9	韙		U+97D9
097E0	韠		U+97E0
097E1	韡		U+97E1
097E9	韩		U+97E9
097EA	韪		U+97EA
097F2	韲		U+97F2
097F3	音		U+97F3
097F5	韵		U+97F5
097FB	韻		U+97FB
097FD	韽		U+97FD
097FF	響		U+97FF
09801	頁		U+9801
09802	頂		U+9802
09803	頃		U+9803
09805	項		U+9805
09806	順		U+9806
09807	頇		U+9807
09808	須		U+9808
0980A	頊		U+980A
0980C	頌		U+980C
09810	預		U+9810
09813	頓		U+9813
09816	頖		U+9816
0981C	頜		U+981C
0981F	頟		U+981F
09821	頡		U+9821
0982E	頮		U+982E
09834	頴		U+9834
09835	頵		U+9835
09837	頷		U+9837
09839	頹		U+9839
0983C	頼		U+983C
0983D	頽		U+983D
0984D	額		U+984D
0984F	顏		U+984F
09853	顓		U+9853
09854	顔		U+9854
09855	顕		U+9855
09858	願		U+9858
09867	顧		U+9867
0986B	顫		U+986B
0986C	顬		U+986C
0986F	顯		U+986F
09871	顱		U+9871
09875	页		U+9875
09876	顶		U+9876
09877	顷		U+9877
09878	顸		U+9878
09879	项		U+9879
0987A	顺		U+987A
0987B	须		U+987B
0987C	顼		U+987C
0987E	顾		U+987E
0987F	顿		U+987F
09882	颂		U+9882
09884	预		U+9884
09885	颅		U+9885
09889	颉		U+9889
0988C	颌		U+988C
0988D	颍		U+988D
0988E	颎		U+988E
09893	颓		U+9893
09894	颔		U+9894
09896	颖		U+9896
0989B	颛		U+989B
0989C	颜		U+989C
0989D	额		U+989D
098A4	颤		U+98A4
098A5	颥		U+98A5
098AE	颮		U+98AE
098AF	颯		U+98AF
098BA	颺		U+98BA
098BD	颽		U+98BD
098CF	飏		U+98CF
098D1	飑		U+98D1
098D2	飒		U+98D2
098DF	食		U+98DF
098E3	飣		U+98E3
098E8	飨		U+98E8
098E9	飩		U+98E9
098F2	飲		U+98F2
098FD	飽		U+98FD
09908	餈		U+9908
09909	餉		U+9909
0990C	餌		U+990C
09913	餓		U+9913
09915	餕		U+9915
09918	餘		U+9918
0991B	餛		U+991B
09928	館		U+9928
0992C	餬		U+992C
09933	餳		U+9933
09939	餹		U+9939
0993A	餺		U+993A
0993B	餻		U+993B
0993C	餼		U+993C
09946	饆		U+9946
09949	饉		U+9949
0994A	饊		U+994A
0994B	饋		U+994B
09951	饑		U+9951
09954	饔		U+9954
09955	饕		U+9955
09957	饗		U+9957
09958	饘		U+9958
09964	饤		U+9964
09965	饥		U+9965
09967	饧		U+9967
09968	饨		U+9968
09969	饩		U+9969
0996E	饮		U+996E
09971	饱		U+9971
09975	饵		U+9975
09977	饷		U+9977
0997F	饿		U+997F
09984	馄		U+9984
09986	馆		U+9986
09988	馈		U+9988
09991	馑		U+9991
09993	馓		U+9993
09996	首		U+9996
09997	馗		U+9997
09999	香		U+9999
099A8	馨		U+99A8
099AD	馭		U+99AD
099B1	馱		U+99B1
099B4	馴		U+99B4
099B9	馹		U+99B9
099C1	駁		U+99C1
099C3	駃		U+99C3
099C4	駄		U+99C4
099C6	駆		U+99C6
099D1	駑		U+99D1
099D2	駒		U+99D2
099DF	駟		U+99DF
099EA	駪		U+99EA
099EE	駮		U+99EE
099F1	駱		U+99F1
099FC	駼		U+99FC
099FE	駾		U+99FE
099FF	駿		U+99FF
09A00	騀		U+9A00
09A01	騁		U+9A01
09A0A	騊		U+9A0A
09A0B	騋		U+9A0B
09A0E	騎		U+9A0E
09A0F	騏		U+9A0F
09A13	験		U+9A13
09A2B	騫		U+9A2B
09A2D	騭		U+9A2D
09A30	騰		U+9A30
09A35	騵		U+9A35
09A41	驁		U+9A41
09A45	驅		U+9A45
09A4A	驊		U+9A4A
09A55	驕		U+9A55
09A57	驗		U+9A57
09A5A	驚		U+9A5A
09A65	驥		U+9A65
09A66	驦		U+9A66
09A6D	驭		U+9A6D
09A6E	驮		U+9A6E
09A6F	驯		U+9A6F
09A71	驱		U+9A71
09A72	驲		U+9A72
09A73	驳		U+9A73
09A77	驷		U+9A77
09A79	驹		U+9A79
09A7D	驽		U+9A7D
09A84	骄		U+9A84
09A85	骅		U+9A85
09A86	骆		U+9A86
09A8B	骋		U+9A8B
09A8C	验		U+9A8C
09A8F	骏		U+9A8F
09A90	骐		U+9A90
09A91	骑		U+9A91
09A98	骘		U+9A98
09A9C	骜		U+9A9C
09A9E	骞		U+9A9E
09AA5	骥		U+9AA5
09AA6	骦		U+9AA6
09AA8	骨		U+9AA8
09AAD	骭		U+9AAD
09AB0	骰		U+9AB0
09AB8	骸		U+9AB8
09AB9	骹		U+9AB9
09ABC	骼		U+9ABC
09AC8	髈		U+9AC8
09AD2	髒		U+9AD2
09AD4	體		U+9AD4
09AD8	高		U+9AD8
09AD9	髙		U+9AD9
09ADF	髟		U+9ADF
09AE3	髣		U+9AE3
09AE4	髤		U+9AE4
09AF9	髹		U+9AF9
09AFB	髻		U+9AFB
09B0D	鬍		U+9B0D
09B1A	鬚		U+9B1A
09B1F	鬟		U+9B1F
09B23	鬣		U+9B23
09B25	鬥		U+9B25
09B28	鬨		U+9B28
09B2A	鬪		U+9B2A
09B2D	鬭		U+9B2D
09B2E	鬮		U+9B2E
09B2F	鬯		U+9B2F
09B31	鬱		U+9B31
09B3C	鬼		U+9B3C
09B42	魂		U+9B42
09B44	魄		U+9B44
09B48	魈		U+9B48
09B4D	魍		U+9B4D
09B5A	魚		U+9B5A
09B6F	魯		U+9B6F
09B74	魴		U+9B74
09B8B	鮋		U+9B8B
09B91	鮑		U+9B91
09B9A	鮚		U+9B9A
09B9C	鮜		U+9B9C
09BA3	鮣		U+9BA3
09BA6	鮦		U+9BA6
09BAA	鮪		U+9BAA
09BAB	鮫		U+9BAB
09BAE	鮮		U+9BAE
09BC0	鯀		U+9BC0
09BC9	鯉		U+9BC9
09BD6	鯖		U+9BD6
09BDB	鯛		U+9BDB
09BE0	鯠		U+9BE0
09BE4	鯤		U+9BE4
09BE5	鯥		U+9BE5
09BE8	鯨		U+9BE8
09BEA	鯪		U+9BEA
09C08	鰈		U+9C08
09C0D	鰍		U+9C0D
09C23	鰣		U+9C23
09C27	鰧		U+9C27
09C2C	鰬		U+9C2C
09C2F	鰯		U+9C2F
09C31	鰱		U+9C31
09C32	鰲		U+9C32
09C39	鰹		U+9C39
09C42	鱂		U+9C42
09C45	鱅		U+9C45
09C52	鱒		U+9C52
09C56	鱖		U+9C56
09C5F	鱟		U+9C5F
09C60	鱠		U+9C60
09C63	鱣		U+9C63
09C67	鱧		U+9C67
09C78	鱸		U+9C78
09C7C	鱼		U+9C7C
09C81	鲁		U+9C81
09C82	鲂		U+9C82
09C88	鲈		U+9C88
09C89	鲉		U+9C89
09C8D	鲍		U+9C8D
09C8E	鲎		U+9C8E
09C92	鲒		U+9C92
09C94	鲔		U+9C94
09C96	鲖		U+9C96
09C98	鲘		U+9C98
09C99	鲙		U+9C99
09C9B	鲛		U+9C9B
09C9C	鲜		U+9C9C
09CA2	鲢		U+9CA2
09CA3	鲣		U+9CA3
09CA4	鲤		U+9CA4
09CA5	鲥		U+9CA5
09CA7	鲧		U+9CA7
09CAD	鲭		U+9CAD
09CAE	鲮		U+9CAE
09CB2	鲲		U+9CB2
09CB7	鲷		U+9CB7
09CB8	鲸		U+9CB8
09CBD	鲽		U+9CBD
09CC5	鳅		U+9CC5
09CC9	鳉		U+9CC9
09CCC	鳌		U+9CCC
09CD9	鳙		U+9CD9
09CDC	鳜		U+9CDC
09CDF	鳟		U+9CDF
09CE2	鳢		U+9CE2
09CE3	鳣		U+9CE3
09CE7	鳧		U+9CE7
09CE9	鳩		U+9CE9
09CEC	鳬		U+9CEC
09CF4	鳴		U+9CF4
09CF6	鳶		U+9CF6
09D07	鴇		U+9D07
09D11	鴑		U+9D11
09D1D	鴝		U+9D1D
09D1E	鴞		U+9D1E
09D23	鴣		U+9D23
09D2B	鴫		U+9D2B
09D30	鴰		U+9D30
09D3B	鴻		U+9D3B
09D3D	鴽		U+9D3D
09D3F	鴿		U+9D3F
09D41	鵁		U+9D41
09D42	鵂		U+9D42
09D50	鵐		U+9D50
09D5D	鵝		U+9D5D
09D5E	鵞		U+9D5E
09D70	鵰		U+9D70
09D73	鵳		U+9D73
09D7A	鵺		U+9D7A
09D7E	鵾		U+9D7E
09D84	鶄		U+9D84
09D8A	鶊		U+9D8A
09D8B	鶋		U+9D8B
09D8F	鶏		U+9D8F
09D92	鶒		U+9D92
09D96	鶖		U+9D96
09D98	鶘		U+9D98
09DB1	鶱		U+9DB1
09DBA	鶺		U+9DBA
09DBF	鶿		U+9DBF
09DC0	鷀		U+9DC0
09DC4	鷄		U+9DC4
09DD3	鷓		U+9DD3
09DD8	鷘		U+9DD8
09DEE	鷮		U+9DEE
09DF2	鷲		U+9DF2
09DF3	鷳		U+9DF3
09DF4	鷴		U+9DF4
09DFA	鷺		U+9DFA
09DFC	鷼		U+9DFC
09DFD	鷽		U+9DFD
09DFE	鷾		U+9DFE
09E07	鸇		U+9E07
09E15	鸕		U+9E15
09E18	鸘		U+9E18
09E1C	鸜		U+9E1C
09E20	鸠		U+9E20
09E21	鸡		U+9E21
09E22	鸢		U+9E22
09E23	鸣		U+9E23
09E28	鸨		U+9E28
09E2A	鸪		U+9E2A
09E2C	鸬		U+9E2C
09E2E	鸮		U+9E2E
09E32	鸲		U+9E32
09E39	鸹		U+9E39
09E3A	鸺		U+9E3A
09E3D	鸽		U+9E3D
09E3F	鸿		U+9E3F
09E40	鹀		U+9E40
09E45	鹅		U+9E45
09E47	鹇		U+9E47
09E4D	鹍		U+9E4D
09E52	鹒		U+9E52
09E55	鹕		U+9E55
09E59	鹙		U+9E59
09E5A	鹚		U+9E5A
09E61	鹡		U+9E61
09E67	鹧		U+9E67
09E6B	鹫		U+9E6B
09E6D	鹭		U+9E6D
09E6F	鹯		U+9E6F
09E74	鹴		U+9E74
09E75	鹵		U+9E75
09E78	鹸		U+9E78
09E7A	鹺		U+9E7A
09E7C	鹼		U+9E7C
09E7D	鹽		U+9E7D
09E7E	鹾		U+9E7E
09E7F	鹿		U+9E7F
09E80	麀		U+9E80
09E88	麈		U+9E88
09E8B	麋		U+9E8B
09E8C	麌		U+9E8C
09E92	麒		U+9E92
09E93	麓		U+9E93
09E96	麖		U+9E96
09E9D	麝		U+9E9D
09EA5	麥		U+9EA5
09EA6	麦		U+9EA6
09EA9	麩		U+9EA9
09EAA	麪		U+9EAA
09EB5	麵		U+9EB5
09EB8	麸		U+9EB8
09EBA	麺		U+9EBA
09EC3	黃		U+9EC3
09EC4	黄		U+9EC4
09EC9	黉		U+9EC9
09ECC	黌		U+9ECC
09ECD	黍		U+9ECD
09ED1	黑		U+9ED1
09ED2	黒		U+9ED2
09ED4	黔		U+9ED4
09ED8	默		U+9ED8
09ED9	黙		U+9ED9
09EDC	黜		U+9EDC
09EE0	黠		U+9EE0
09EE5	黥		U+9EE5
09EE9	黩		U+9EE9
09EEF	黯		U+9EEF
09EF7	黷		U+9EF7
09F04	鼄		U+9F04
09F07	鼇		U+9F07
09F0E	鼎		U+9F0E
09F13	鼓		U+9F13
09F15	鼕		U+9F15
09F17	鼗		U+9F17
09F1B	鼛		U+9F1B
09F20	鼠		U+9F20
09F26	鼦		U+9F26
09F2A	鼪		U+9F2A
09F2B	鼫		U+9F2B
09F2C	鼬		U+9F2C
09F2F	鼯		U+9F2F
09F3B	鼻		U+9F3B
09F3E	鼾		U+9F3E
09F41	齁		U+9F41
09F4A	齊		U+9F4A
09F4F	齏		U+9F4F
09F50	齐		U+9F50
09F51	齑		U+9F51
09F52	齒		U+9F52
09F53	齓		U+9F53
09F54	齔		U+9F54
09F55	齕		U+9F55
09F58	齘		U+9F58
09F69	齩		U+9F69
09F6A	齪		U+9F6A
09F6C	齬		U+9F6C
09F72	齲		U+9F72
09F7F	齿		U+9F7F
09F80	龀		U+9F80
09F81	龁		U+9F81
09F89	龉		U+9F89
09F8A	龊		U+9F8A
09F8B	龋		U+9F8B
09F94	龔		U+9F94
09F95	龕		U+9F95
09F9A	龚		U+9F9A
09F9B	龛		U+9F9B
09F9C	龜		U+9F9C
09F9F	龟		U+9F9F
09FA0	龠		U+9FA0
09FA5	龥		U+9FA5
205E8	𠗨	⿰冫枼	U+205E8
206EC	𠛬		U+206EC
20991	𠦑		U+20991
20A7A	𠩺	⿱⿰未攵厂	U+20A7A
20B9F	𠮟		U+20B9F
21301	𡌁	⿱㓝土	U+21301
21396	𡎖	⿰土貟	U+21396
21484	𡒄	⿰土禀	U+21484
21883	𡢃		U+21883
21A25	𡨥	⿱宀⿺元攵	U+21A25
2231E	𢌞		U+2231E
22488	𢒈	⿰井彡	U+22488
226F3	𢛳		U+226F3
2274A	𢝊	⿱頁心	U+2274A
22926	𢤦		U+22926
2298F	𢦏		U+2298F
22D67	𢵧		U+22D67
23154	𣅔	⿱日夨	U+23154
24169	𤅩	⿰漢鳥	U+24169
24A7D	𤩽		U+24A7D
25AF1	𥫱		U+25AF1
25CD1	𥳑	⿱竹閒	U+25CD1
25E24	𥸤	⿰籥頁	U+25E24
266A2	𦚢	⿰月㫐	U+266A2
271A8	𧆨	⿸虍田	U+271A8
278B3	𧢳	⿰角乚	U+278B3
27DA0	𧶠		U+27DA0
27E87	𧺇	⿺走乚	U+27E87
28565	𨕥	⿺辶𩠐	U+28565
28677	𨙷	⿰井阝	U+28677
28959	𨥙	⿰金井	U+28959
28995	𨦕	⿰金㓝	U+28995
289E8	𨧨		U+289E8
28C47	𨱇		U+28C47
28C51	𨱑		U+28C51
28C54	𨱔		U+28C54
29810	𩠐		U+29810
2AFA2	𪾢		U+2AFA2
2B50E	𫔎		U+2B50E
2B5B3	𫖳		U+2B5B3
2B5F4	𫗴		U+2B5F4
2B61D	𫘝		U+2B61D
2B626	𫘦		U+2B626
2B62A	𫘪		U+2B62A
2B7CF	𫟏		U+2B7CF
2C02A	𬀪		U+2C02A
2C1C7	𬇇	⿰叠毛	U+2C1C7
2C1D9	𬇙		U+2C1D9
2C361	𬍡		U+2C361
2C488	𬒈		U+2C488
2C613	𬘓		U+2C613
2C62C	𬘬		U+2C62C
2C62D	𬘭		U+2C62D
2C64A	𬙊		U+2C64A
2C6F8	𬛸	⿱臼工	U+2C6F8
2CA02	𬨂		U+2CA02
2CB38	𬬸		U+2CB38
2CB39	𬬹		U+2CB39
2CB3B	𬬻		U+2CB3B
2CBB1	𬮱		U+2CBB1
2CBCE	𬯎		U+2CBCE
2CCFD	𬳽		U+2CCFD
2CCFF	𬳿		U+2CCFF
2CE23	𬸣		U+2CE23
2CE7C	𬹼		U+2CE7C
2DC01	𭰁	⿰氵囘	U+2DC01
2E789	𮞉	⿺辶囘	U+2E789
